gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,feature_2
1,1,0,0,52,0,1,0,0,2,2,0,2,2,0,1,2,435,3722,4.3705273176976585
0,0,1,1,23,1,0,0,2,0,0,2,0,0,0,0,2,448,2601,2.318662943608578
1,0,0,0,2,0,1,0,2,2,0,0,0,0,0,1,3,191,499,1.7871772838054758
0,1,0,0,29,0,1,0,0,0,2,0,2,0,0,1,2,241,2418,3.995045389960446
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,688,281,3.6941768944160707
1,0,1,1,6,0,1,0,2,2,2,0,0,0,2,0,3,213,991,1.850197667701015
1,0,1,1,12,1,0,1,0,0,2,0,2,2,0,1,3,1179,2406,4.11436447078257
1,0,0,0,31,1,2,1,0,0,0,0,0,2,0,1,0,974,3644,3.960151415324686
1,0,0,0,43,1,0,1,0,2,0,2,2,2,0,0,2,1250,4435,4.162766037009366
1,1,0,0,34,1,0,0,0,0,2,2,2,2,1,1,2,737,3535,4.745359392943886
1,0,1,0,60,1,2,0,0,2,2,0,2,2,2,0,0,886,4666,3.88585637285248
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,785,656,4.792922171661476
1,1,0,0,8,1,2,0,2,0,0,0,0,0,0,0,2,437,1435,3.3018475063721313
1,0,0,1,3,1,2,1,0,0,0,2,0,0,0,0,1,884,1110,3.8841004496892952
0,0,0,0,5,1,0,2,1,1,1,1,1,1,2,0,3,19,549,0.8019831273171423
1,0,1,1,3,1,2,0,0,0,0,0,0,0,0,1,2,386,835,3.290921029886923
0,1,0,0,10,1,0,1,0,0,0,0,2,2,0,0,0,1049,2250,5.019343262224968
1,0,0,0,10,1,0,2,1,1,1,1,1,1,2,0,1,19,827,0.8019831273171423
1,0,0,0,14,1,2,2,1,1,1,1,1,1,0,1,2,115,1207,1.5830901781308797
0,1,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,767,1646,4.775366108087899
1,0,1,0,8,1,2,1,2,0,0,0,0,2,0,1,2,1016,1903,2.9219569141573025
0,0,0,0,37,1,0,2,1,1,1,1,1,1,1,0,3,14,1838,0.6952182030724354
0,0,1,1,32,1,2,1,2,0,2,0,2,2,1,1,3,1303,4022,3.1257089308997177
0,0,1,0,6,1,0,1,0,0,2,0,2,0,0,1,2,986,1591,3.9698617520062425
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,29,105,0.961009057454548
1,0,1,0,61,1,2,2,1,1,1,1,1,1,1,1,1,64,2775,1.2973967099940702
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,713,304,3.7206421861919776
0,0,1,0,71,1,2,1,2,2,2,0,2,2,2,1,1,1431,5569,3.205115023270187
1,1,0,0,1,1,0,1,0,2,2,2,0,2,0,1,1,1149,724,5.093209804614516
0,0,1,0,70,1,2,2,1,1,1,1,1,1,2,1,1,74,3034,1.3650827686365639
0,1,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,45,39,2.141127368338324
0,0,0,0,13,1,2,1,0,0,2,0,0,0,0,1,2,877,2289,3.877929582573455
0,0,1,0,24,0,1,0,0,0,0,0,2,0,0,1,0,169,1986,2.789827435889086
1,0,0,0,22,1,2,1,0,0,2,0,0,0,0,1,2,888,3197,3.887609127906017
0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,1,2,666,1154,3.670243226452136
1,0,0,0,14,1,0,1,0,0,2,2,2,2,0,1,2,1265,2880,4.172709062835786
1,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,2,907,737,3.9041047124316606
0,1,0,0,53,1,2,0,0,2,0,2,2,0,1,0,3,725,4208,4.733082616080863
1,0,1,0,55,1,2,1,2,2,2,0,0,0,1,1,2,1110,4779,2.9932644066171044
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,21,15,0.838416287252544
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,672,267,4.676832574505088
0,0,0,0,30,1,2,0,2,0,2,2,0,0,0,0,1,609,3247,2.5333775281379083
0,0,1,1,66,1,0,0,0,2,0,0,0,0,1,0,1,379,4004,3.2788975104036404
1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,0,3,46,1469,1.1505600128111397
0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,379,186,4.27889751040364
1,1,1,0,28,1,2,0,0,0,0,0,0,0,0,1,2,400,2768,4.314454017339987
0,0,0,0,2,1,2,0,0,0,0,2,2,0,0,0,2,597,709,3.590830176413286
0,0,0,0,46,1,2,1,0,2,2,0,2,2,0,1,2,1356,4739,4.231086829312756
1,0,1,1,9,1,0,2,1,1,1,1,1,1,1,0,3,37,887,1.0589241364785171
0,0,1,0,19,1,0,2,1,1,1,1,1,1,0,0,0,13,1203,0.6702776523348104
0,0,1,1,5,1,2,1,0,0,0,2,0,0,0,1,2,878,1449,3.8788135419957297
1,0,0,0,28,1,0,0,0,0,2,0,0,0,0,0,0,347,2606,3.2215575570986106
1,0,1,0,47,1,0,2,1,1,1,1,1,1,2,1,3,29,2236,0.961009057454548
0,1,0,0,45,1,2,1,2,2,2,0,2,2,1,1,2,1420,4634,4.19851948180332
1,0,0,1,71,0,1,0,2,2,2,2,2,2,2,0,1,639,4539,2.568216379063644
1,0,1,0,28,1,2,1,0,2,0,0,0,0,0,1,0,871,3415,3.872608826762721
0,1,0,0,14,1,0,1,0,0,0,0,2,2,0,1,2,1085,2709,5.0465596589656725
0,1,1,0,4,1,2,1,0,0,0,0,0,0,0,1,2,763,1117,4.771420067469911
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,681,575,3.6866288925502833
0,0,1,0,70,1,2,1,0,2,2,0,2,2,2,1,0,1332,5471,4.216002356664579
0,0,0,0,39,1,2,1,0,0,0,0,0,2,0,0,0,938,4056,3.9304345402276883
0,0,1,0,21,1,0,1,0,0,0,0,0,0,0,1,2,672,2881,3.6768325745050885
1,0,0,0,25,1,0,0,2,0,0,2,2,2,1,0,0,776,3188,2.7124114011523224
1,0,1,1,68,1,2,1,2,2,2,2,2,2,2,1,0,1478,5491,3.2328472080031805
0,0,1,1,71,0,1,0,2,0,2,0,2,2,2,1,1,422,4236,2.2783629420909413
0,0,0,0,11,1,2,1,2,0,0,0,0,0,0,1,2,847,2097,2.7792545886258786
0,0,1,0,67,1,2,1,2,2,2,2,2,2,2,0,3,1524,5555,3.259314392762662
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,31,402,0.9873407546644581
1,0,0,0,30,1,0,0,2,2,2,2,2,0,0,1,0,729,3340,2.665419356310259
0,1,0,0,18,1,0,1,2,2,0,2,2,2,0,1,3,1329,3254,4.142328080750901
1,0,1,0,42,1,2,0,2,2,0,2,0,0,0,0,0,627,3750,2.5544411877656135
0,0,1,1,54,1,2,0,2,2,0,2,2,0,1,1,1,776,4360,2.7124114011523224
0,0,1,1,48,1,2,1,0,0,0,0,2,2,0,1,2,1159,4586,4.1003099510417425
1,0,1,1,39,1,0,1,0,0,2,0,2,0,1,1,2,962,3971,3.9503448943757933
0,0,0,0,60,1,2,1,2,2,2,2,2,2,1,1,3,1491,5346,3.2403931104220263
0,0,0,0,12,0,1,0,0,0,2,0,2,2,0,0,2,351,1680,3.2289507675444327
0,0,1,1,53,1,2,1,2,2,0,0,2,2,0,1,0,1311,4926,3.1308505569686114
1,0,1,1,14,1,2,1,0,0,0,0,0,0,0,1,0,774,2332,3.7822322388798937
1,0,0,0,4,1,0,1,0,0,2,0,2,2,0,0,0,1176,1432,4.112268512246253
1,0,1,0,70,1,2,1,0,2,2,0,2,2,1,1,0,1342,5450,4.22231376570505
1,0,0,1,39,1,0,2,1,1,1,1,1,1,1,1,0,36,1990,1.0476725110792193
0,1,0,0,13,1,0,1,2,2,0,0,0,0,0,0,2,845,2245,3.7774342011181643
0,0,0,0,4,0,1,0,0,0,2,0,0,2,0,0,2,227,798,2.9594102348362044
1,1,0,0,20,1,0,1,0,0,2,0,2,2,0,1,0,1182,3274,5.116456167069826
1,0,1,1,3,1,0,0,0,0,0,2,0,2,0,0,1,554,851,3.5375448359037396
0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,470,222,3.4230998825187093
1,0,0,0,9,1,0,2,1,1,1,1,1,1,1,0,3,35,715,1.0361680046403983
1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,315,778,3.1598183057492712
0,0,0,0,24,1,0,0,0,2,0,2,0,2,0,1,0,620,2992,3.618081437156948
1,0,1,1,21,1,0,0,2,2,0,2,0,0,0,1,3,492,2546,2.3827887686023494
1,0,1,0,10,1,2,1,0,2,0,0,0,0,0,1,0,878,2052,3.8788135419957297
1,0,1,0,70,1,2,1,2,2,2,0,2,0,2,1,2,1219,5347,3.0701373318508187
0,0,0,0,26,1,0,0,2,2,0,0,0,0,2,0,0,408,2823,2.2558335635429154
1,1,1,0,5,1,0,1,0,2,0,0,0,2,0,1,2,945,1472,4.936283427035352
0,0,1,0,23,1,2,0,2,2,2,0,0,0,0,0,3,628,2889,2.555597137841215
1,0,0,0,43,1,0,2,1,1,1,1,1,1,1,0,1,18,1962,0.7826024579660034
1,0,0,0,38,1,2,1,0,0,0,0,0,0,0,0,2,781,3804,3.7890488705775174
0,0,1,0,15,1,2,1,0,2,0,0,2,2,0,1,2,1239,2865,4.155413642604832
0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,1,0,15,813,0.7187719275874789
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,300,140,3.129134644531898
1,0,0,0,51,1,2,0,2,0,0,2,2,2,2,1,1,863,4362,2.793695221003786
1,0,1,1,16,1,2,0,0,2,2,2,0,0,0,1,3,634,2294,3.6342755436453884
1,0,1,1,6,1,0,0,2,0,0,0,0,0,1,1,2,363,1105,2.178959724315068
0,0,1,1,34,1,0,2,1,1,1,1,1,1,2,0,1,22,1808,0.8556007362580844
1,0,0,1,20,1,2,1,2,0,0,0,0,0,0,0,2,875,3052,2.804385779384652
0,0,1,0,46,1,0,1,0,0,2,0,0,2,0,1,2,967,4288,3.954442771338244
0,0,0,0,53,1,0,0,2,0,2,2,2,2,2,0,2,880,4395,2.808805584761588
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,322,156,4.173738749305116
1,0,1,1,10,1,0,0,0,0,2,0,2,0,0,1,0,519,1741,3.491672251567825
1,1,0,0,63,1,2,1,0,0,2,2,2,2,1,0,2,1278,5263,5.181250343251766
0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,1,777,925,4.785159666719487
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,881,602,3.8814605964682074
1,0,1,1,0,1,0,2,1,1,1,1,1,1,1,0,3,4,0,0.3195079107728942
0,0,0,0,7,1,0,0,0,0,0,2,0,0,0,0,2,356,1256,3.2380980834681607
0,0,0,0,16,1,2,1,2,2,0,0,2,0,0,1,2,1135,2937,3.011412618899117
0,0,0,0,39,1,2,1,0,2,2,0,2,0,0,1,0,1115,4149,4.068693484657944
0,0,1,1,22,1,2,2,1,1,1,1,1,1,2,0,3,91,1634,1.4649509317268694
1,0,1,1,1,1,2,0,2,0,0,0,0,0,0,0,3,479,521,2.364336887613223
0,0,0,0,44,1,0,0,2,2,0,2,0,0,1,1,1,569,3697,2.484723591380656
1,0,1,0,14,1,2,1,0,0,2,2,2,2,0,1,2,1300,2870,4.195547771753486
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,15,157,0.7187719275874789
1,0,0,0,29,1,0,1,0,0,0,0,2,2,0,1,2,1060,3681,4.027737634956431
0,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,1,1469,5576,3.227591958194444
0,0,1,0,46,1,2,1,2,2,2,0,2,0,0,1,2,1215,4489,3.0674155218473516
1,1,1,0,59,1,2,1,0,2,2,0,2,2,1,1,2,1316,5162,5.2058248031249965
1,1,1,0,45,1,0,1,0,0,0,0,0,2,0,1,2,876,4090,4.877044816434658
0,0,1,0,71,1,2,1,0,0,2,0,2,2,2,1,2,1198,5304,4.127540692905
0,1,0,0,36,1,2,1,2,2,0,0,2,2,0,1,0,1363,4292,4.163672753095988
0,0,1,1,28,1,0,2,1,1,1,1,1,1,1,0,2,28,1515,0.9472943612303364
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,313,151,3.1557956086713763
0,0,1,0,20,1,0,0,2,0,2,2,2,2,1,0,3,886,3020,2.814082910316187
1,0,1,0,69,1,2,1,2,2,2,2,2,2,1,0,1,1497,5551,3.2438580940614017
0,0,1,0,23,1,2,1,0,0,0,0,0,0,0,1,1,784,3053,3.7919553292794634
1,0,1,0,43,1,2,1,2,0,2,0,0,0,0,1,1,957,4101,2.874456480306506
0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,695,616,3.7016637069435476
0,1,0,0,28,1,2,1,0,0,0,2,2,2,0,0,2,1213,3726,5.137825390286144
0,0,0,0,9,1,2,1,0,0,0,2,2,2,0,1,2,1210,2269,4.135776622790052
1,0,1,0,3,1,0,1,0,0,2,2,0,0,0,1,3,880,1073,3.880579047297881
0,0,1,1,48,1,2,1,0,2,0,0,2,2,1,0,3,1248,4668,4.161433098523688
1,0,0,0,9,1,2,1,0,2,2,0,0,2,0,1,2,1152,2208,4.095345022158439
1,0,0,0,56,0,1,0,2,0,2,0,2,2,0,1,2,421,3901,2.276773692606685
1,1,0,0,17,1,2,0,2,2,0,0,0,0,0,1,1,497,2150,3.3897818668105293
1,0,0,0,11,1,2,1,0,0,0,0,2,2,0,1,2,1168,2392,4.106658302382306
1,0,0,0,8,1,0,2,1,1,1,1,1,1,0,1,3,7,740,0.4757731615945522
1,0,1,0,35,1,0,2,1,1,1,1,1,1,1,0,3,28,1711,0.9472943612303364
1,0,0,0,0,1,0,1,0,2,0,0,0,2,0,1,2,961,408,3.9495232751502978
1,1,1,0,11,1,2,1,0,2,0,0,2,2,0,1,2,1265,2475,5.172709062835786
0,1,1,0,33,1,0,0,0,0,2,2,2,0,1,0,0,589,3318,4.58115450813507
1,0,1,0,68,1,2,1,0,2,0,2,2,0,2,1,3,1100,5203,4.057686938811626
1,0,1,0,48,1,2,1,0,2,0,0,2,2,0,1,0,1220,4616,4.142590130292838
0,0,0,0,51,0,1,0,2,2,2,0,2,2,2,1,0,503,3823,2.398099676795025
0,1,1,0,42,0,1,0,0,2,2,0,2,2,0,0,1,456,3457,4.402459532128491
0,0,0,0,9,1,2,1,0,2,0,0,0,0,0,1,1,888,1927,3.887609127906017
0,0,1,1,58,1,2,0,2,0,2,2,2,0,2,1,3,804,4482,2.7393341309213373
1,1,1,1,40,1,2,1,0,2,2,2,2,2,1,1,2,1450,4492,5.288185860160115
0,0,1,0,55,1,0,1,2,0,2,0,0,0,2,0,0,874,4479,2.803499394832318
1,0,1,1,10,1,0,1,0,0,0,0,2,0,0,1,0,858,2018,3.860979160754658
1,0,0,1,59,1,0,2,1,1,1,1,1,1,2,0,3,27,2439,0.9331820449317629
0,0,1,1,2,0,1,0,0,0,0,2,0,0,0,1,3,154,463,2.738445765204772
0,0,0,0,0,1,2,1,0,2,0,0,2,2,0,1,1,1244,482,4.158762086631263
0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,1,1,779,806,3.787106265674675
1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,0,1,1479,5607,3.2334295430719155
0,0,0,0,12,1,2,1,0,2,2,0,0,0,0,1,2,950,2270,3.94044001858853
0,0,1,0,71,1,2,0,2,2,2,0,2,2,2,1,1,917,5015,2.8409023636282633
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,22,16,0.8556007362580844
0,1,1,0,49,1,2,1,0,2,0,0,2,0,0,1,2,1016,4419,4.993730376693596
1,0,1,0,5,1,2,2,1,1,1,1,1,1,1,0,3,91,703,1.4649509317268694
1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,3,446,212,3.387403810587075
1,1,0,0,8,1,2,1,0,0,0,0,0,2,0,1,2,962,1830,4.950344894375793
1,0,1,1,49,1,0,2,1,1,1,1,1,1,1,1,3,35,2118,1.0361680046403983
1,1,1,0,12,1,2,1,0,0,0,0,2,2,0,1,2,1152,2491,5.095345022158439
1,0,0,0,31,1,0,0,0,0,0,0,2,2,1,1,0,602,3257,3.596824917941905
0,0,1,1,28,1,0,1,0,0,0,0,2,2,0,1,1,1013,3613,3.9913690839247264
0,0,0,0,14,1,0,1,2,0,2,2,2,2,0,0,2,1331,2908,3.143595670555607
1,0,1,0,9,1,0,1,0,0,0,0,2,0,0,1,2,867,1996,3.8690453435440917
1,0,0,1,0,1,0,2,1,1,1,1,1,1,0,1,3,14,9,0.6952182030724354
0,0,1,1,42,1,0,0,0,0,0,0,2,0,0,0,2,468,3550,3.4201816345559246
0,0,0,0,10,1,0,1,0,2,2,2,0,2,0,1,2,1131,2187,4.0803039990980485
0,0,1,1,10,0,1,0,2,0,0,0,0,0,0,1,2,132,1143,1.5835338179251734
1,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,1,23,1017,0.8721712305548575
0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,1,2,770,327,3.7783148485558775
1,0,1,1,61,1,0,0,2,2,2,2,2,2,2,0,2,983,4766,2.8956696066713365
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,106,67,2.5413306424150433
0,0,1,1,5,1,0,0,0,0,0,0,2,0,0,0,2,442,1159,3.381305834375745
0,0,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,1045,1569,4.016273300068259
1,0,0,0,38,1,2,1,0,0,0,0,0,0,0,1,1,740,3670,3.7484035796191724
0,0,0,0,11,1,2,0,2,0,2,2,0,0,0,1,3,558,1789,2.470865051544582
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,2,695,995,3.7016637069435476
1,1,1,0,16,1,0,1,0,2,0,0,0,0,0,1,2,804,2490,4.81110759345763
0,1,0,0,8,1,0,1,0,0,0,0,2,0,0,1,2,885,1834,4.884978808089773
0,0,1,0,41,1,0,1,0,0,2,2,2,2,2,1,1,1219,4328,4.141910794387112
1,0,0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1234,480,4.152054370918391
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,670,265,3.6746413735593393
0,0,1,0,35,1,2,1,2,2,2,2,0,2,2,1,1,1349,4182,3.1549359397528773
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,79,158,2.3962129904817697
1,0,0,1,27,1,0,1,2,0,0,0,0,0,0,1,0,774,3292,2.7104587763436006
1,0,0,1,28,1,0,2,1,1,1,1,1,1,1,0,3,25,1508,0.9036539387158786
0,1,1,1,31,1,2,1,0,0,2,0,2,0,0,1,3,1082,3746,5.044319451100727
1,0,1,1,38,1,0,0,2,2,2,0,0,0,1,0,2,522,3458,2.4239261033757797
1,0,1,1,57,1,2,1,0,0,0,0,2,0,2,0,0,915,4608,3.910967606422989
0,1,1,0,10,1,2,1,0,0,2,2,2,2,0,1,0,1310,2375,5.201982691225451
0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,1,2,753,1460,3.7614820634873944
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,83,53,2.4200014069659623
0,1,0,0,1,1,2,1,0,0,2,0,0,0,0,1,2,839,623,4.843725741096937
1,0,1,1,68,1,2,1,0,0,0,2,2,2,2,1,2,1226,5310,4.1466568169198545
0,0,0,0,71,1,2,1,2,2,2,2,2,2,2,0,1,1490,5610,3.2398145290818636
1,0,1,1,35,1,0,0,2,2,0,0,0,0,1,0,3,419,3212,2.2735861121909458
1,0,1,0,5,1,2,1,0,0,0,0,0,0,0,1,2,786,1325,3.79388802922794
1,0,0,0,21,1,2,1,0,2,0,0,2,2,0,1,2,1252,3494,4.164097270424242
1,0,0,1,47,1,2,0,2,0,2,0,2,2,1,1,1,843,4123,2.7756103634529614
1,0,0,0,8,1,2,1,2,0,0,0,0,0,0,1,2,891,1881,2.8184588857926816
0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,792,339,3.79966261917404
1,0,0,1,2,1,0,0,0,0,0,0,2,0,0,1,1,440,697,3.3782402755403074
1,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,1,35,2785,1.0361680046403983
0,1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1041,429,5.013193922629923
0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,30,1255,0.97435048583482
1,0,0,0,24,1,0,2,1,1,1,1,1,1,1,0,1,26,1459,0.9186451916253062
1,0,1,1,67,1,2,1,2,2,2,0,2,2,2,1,2,1424,5448,3.2009225744584926
0,0,0,0,35,1,2,0,2,0,0,0,0,0,1,0,3,435,3176,2.2987538551613653
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,702,645,4.709090435044704
0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,273,1516,3.0706656402862578
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,30,24,0.97435048583482
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,279,122,3.08404595398765
0,0,0,0,67,0,1,0,2,0,2,2,0,0,2,0,3,217,3663,1.8610906861405772
1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,1,0,911,5042,2.8357687236026075
1,0,1,1,39,1,2,1,2,2,0,2,2,2,0,1,1,1422,4460,3.1997217041065777
1,0,1,0,30,1,2,1,0,0,2,0,2,0,0,0,1,1028,3649,4.003120128600393
1,0,1,0,27,1,0,0,2,2,0,2,0,0,0,0,3,543,3088,2.451610440762607
1,0,0,0,12,1,0,1,2,0,0,0,0,0,0,1,1,751,2142,2.6877083434709514
0,0,1,0,29,1,0,0,0,2,2,2,0,2,1,0,0,692,3373,3.6984624939892266
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,684,779,3.6898713152358775
0,0,0,0,6,1,0,1,0,0,0,0,2,0,0,1,3,874,1490,3.875272857368611
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,303,143,3.1353680298988067
0,1,0,0,63,1,0,0,2,2,0,2,2,0,2,1,1,691,4467,3.6256194932479984
1,0,0,0,10,1,0,1,0,0,2,0,0,0,0,0,2,735,1928,3.7433244233134215
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,761,797,3.769440837795074
1,0,1,0,70,1,2,0,0,2,2,2,2,2,2,0,1,945,5028,3.936283427035352
0,1,0,0,65,1,2,1,2,0,0,0,2,2,2,1,0,1281,5207,4.111438068418374
0,0,0,0,27,1,0,0,0,2,0,2,0,0,0,0,0,439,2846,3.376703313905017
0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,26,2705,0.9186451916253062
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,304,144,3.1374348530720995
1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,1,67,2947,1.3185419629780504
0,0,1,1,60,1,0,2,1,1,1,1,1,1,0,1,3,16,2429,0.7411011265922482
1,0,1,0,23,1,0,2,1,1,1,1,1,1,2,0,3,23,1415,0.8721712305548575
0,0,0,0,17,1,2,1,0,0,0,0,2,0,0,1,2,965,2879,3.952805659300519
1,0,0,1,38,1,2,2,1,1,1,1,1,1,1,0,0,98,2144,1.5017575271408434
0,0,0,0,24,1,2,0,2,2,2,2,2,0,0,1,0,835,3132,2.768280214781724
0,0,0,0,4,0,1,0,0,0,2,0,0,2,0,0,2,227,798,2.9594102348362044
1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,763,947,3.771420067469911
1,0,1,0,46,1,2,2,1,1,1,1,1,1,0,0,2,97,2381,1.4966309317320872
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,705,973,3.712255192581699
1,0,0,1,48,1,2,1,2,2,2,0,2,2,1,1,1,1405,4794,3.1894593726872404
1,1,0,0,66,1,2,1,0,0,0,0,0,0,0,1,3,790,4717,4.797741656301444
1,0,1,0,71,1,2,1,2,2,2,2,0,2,2,0,0,1340,5478,3.1492810384753653
0,0,0,0,35,0,1,0,2,0,0,0,0,0,2,0,0,155,2360,1.6702195241049749
1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,0,727,1045,3.735139978926357
1,1,1,0,5,1,0,1,0,0,2,0,2,2,0,1,2,1162,1570,5.1024304365496045
1,0,0,0,30,1,2,1,0,2,0,0,0,0,0,1,2,877,3507,3.877929582573455
1,0,1,0,63,1,2,1,2,0,2,2,2,2,1,1,3,1392,5320,3.1815444692086334
0,0,1,0,47,1,0,1,0,0,2,2,2,2,0,1,1,1240,4610,4.1560841951074945
1,0,1,1,62,1,2,1,0,2,2,0,2,2,2,1,0,1325,5243,4.211561778570875
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,704,297,4.711201472516169
1,0,1,1,1,1,0,1,0,0,0,0,2,2,0,1,0,1046,739,4.017041670757764
1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,0,36,981,1.0476725110792193
0,0,0,0,62,1,0,2,1,1,1,1,1,1,2,1,3,40,2575,1.0912791051825463
0,0,1,0,40,1,2,1,2,2,2,2,2,2,0,1,0,1468,4514,3.22700645287234
1,0,1,0,9,1,0,0,2,0,0,2,0,0,0,1,1,444,1559,2.312586853637444
1,0,0,0,12,1,0,2,1,1,1,1,1,1,1,1,3,27,927,0.9331820449317629
1,0,1,1,15,1,2,1,0,0,2,0,2,0,0,1,0,1071,2769,4.036062605295837
0,0,0,0,43,1,0,1,0,2,2,0,2,0,0,1,1,1018,4251,3.995301474888939
0,0,1,1,25,1,0,2,1,1,1,1,1,1,0,1,1,33,1434,1.0123466170855586
1,0,0,0,26,1,0,0,2,0,2,2,2,2,1,0,2,901,3385,2.8271522291629982
1,0,1,1,56,1,2,1,0,0,0,0,0,0,0,1,2,762,4273,3.770430972115508
0,0,1,0,67,1,0,0,0,2,0,2,2,0,2,0,0,587,4407,3.5787191746964324
0,1,0,0,3,1,2,1,0,0,2,0,0,2,0,1,2,1032,1198,5.00623055980501
0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,1,0,747,609,3.7554684722690723
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,28,580,0.9472943612303364
0,0,0,0,35,1,0,0,2,2,2,2,0,2,1,1,3,787,3648,2.72307944169672
0,1,1,0,61,1,0,0,2,0,2,2,2,2,2,1,1,867,4603,3.7972718810077986
0,1,0,0,14,1,2,1,0,2,0,0,0,2,0,0,2,1052,2749,5.021639593905804
1,1,1,0,65,1,2,1,0,0,0,2,2,2,0,1,1,1240,5317,5.1560841951074945
1,0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1156,465,4.0981850699807945
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,90,223,2.4595094858493636
1,1,1,0,68,1,2,1,2,0,2,2,2,2,1,1,3,1429,5481,4.203918857935272
0,1,0,0,14,1,2,1,0,2,0,0,0,2,0,0,2,1052,2749,5.021639593905804
1,0,0,0,52,1,0,1,0,2,0,2,0,0,0,1,3,880,4413,3.880579047297881
0,0,0,0,70,1,2,1,2,2,2,2,2,2,2,0,3,1442,5554,3.211670129053374
0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,22,2730,0.8556007362580844
0,0,1,0,47,1,0,1,0,2,2,0,2,2,1,1,2,1187,4550,4.119932908655528
1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,838,886,3.84280904036276
0,0,1,0,63,1,2,1,2,2,2,2,2,2,1,1,2,1489,5437,3.239235637010559
