gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,6,1,0,0,0,0,0,2,2,2,0,1,1,702,1347,1
0,0,0,0,56,1,0,0,2,2,2,2,2,0,2,1,1,762,4346,0
0,0,1,0,12,1,2,1,0,2,2,0,2,0,0,0,2,1129,2467,1
0,0,1,1,2,0,1,0,2,0,0,0,0,0,0,0,1,134,443,1
1,1,1,0,71,1,2,1,0,2,2,2,2,2,2,0,1,1414,5540,0
1,0,1,0,13,1,2,0,0,0,0,2,2,0,0,1,1,632,2166,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,287,433,0
1,1,0,0,65,1,2,1,0,2,2,2,2,2,1,0,1,1436,5443,1
0,0,1,0,37,1,2,1,0,0,2,2,2,2,0,1,2,1329,4278,1
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,95,62,1
1,0,0,0,21,1,0,0,0,2,0,2,0,0,1,1,1,448,2443,1
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,30,24,1
1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,3,870,1238,0
1,0,1,1,28,1,2,0,2,0,0,2,2,0,1,0,0,668,3223,0
1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,3,685,278,1
1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,22,2579,0
1,0,0,1,8,1,0,0,0,2,0,0,0,0,0,1,2,370,1418,0
1,0,0,0,42,1,2,1,0,2,0,0,2,2,0,1,2,1266,4487,1
0,0,0,0,47,1,2,0,2,2,2,0,2,2,1,1,1,931,4212,0
1,0,0,0,25,1,2,1,2,2,0,0,0,0,0,1,1,994,3381,0
0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,0,31,878,0
1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,884,384,1
0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,1,16,2143,0
1,0,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,563,535,1
1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,804,345,1
1,0,1,1,63,0,1,0,2,0,2,2,2,2,2,1,0,527,4188,0
0,1,0,0,11,1,2,1,0,2,0,0,2,0,0,1,2,1081,2319,1
1,1,1,0,5,1,0,1,0,0,2,0,2,2,0,1,2,1162,1570,1
0,0,1,0,58,1,0,2,1,1,1,1,1,1,1,0,3,35,2537,0
0,0,0,0,6,1,0,1,0,2,0,0,2,2,1,1,3,1128,1661,0
0,1,1,0,71,1,2,0,2,2,2,0,2,2,2,1,1,943,5093,0
1,0,1,0,24,1,2,0,0,0,2,0,0,0,0,0,1,456,2716,0
0,0,1,0,33,1,2,0,2,2,0,2,0,0,0,0,2,570,3420,1
0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,766,325,1
0,0,1,1,9,1,2,1,0,2,2,0,2,2,0,1,1,1278,2283,1
1,0,1,0,23,1,0,2,1,1,1,1,1,1,1,0,3,30,1506,0
1,0,1,1,49,1,0,1,0,2,2,2,2,2,1,1,0,1299,4776,0
0,0,0,0,15,1,0,0,2,0,0,0,0,0,0,1,2,371,1848,1
1,0,0,0,24,1,0,0,2,2,0,2,2,2,0,1,3,848,3184,0
0,1,1,0,2,1,0,1,0,2,0,0,0,0,0,1,0,768,880,0
1,0,1,0,60,1,2,1,0,0,0,0,2,2,1,1,0,1176,4931,0
0,0,1,1,70,1,0,0,2,0,2,0,2,2,2,0,1,821,4890,0
0,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,3,29,1254,0
1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,0,1,25,583,0
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,32,546,0
0,0,0,0,27,0,1,0,0,0,2,0,0,0,0,1,3,135,1891,0
0,0,1,0,6,1,2,1,0,0,0,0,2,0,0,1,2,991,1586,1
0,0,0,0,62,1,2,2,1,1,1,1,1,1,2,0,3,73,2938,0
1,0,1,1,47,1,2,2,1,1,1,1,1,1,2,0,3,61,2419,0
1,1,0,0,26,1,2,1,0,2,0,0,0,0,0,1,2,897,3328,1
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,670,265,1
0,0,1,1,71,0,1,0,0,2,0,2,2,2,2,0,1,419,4166,0
0,0,0,0,46,0,1,0,2,2,0,2,0,0,1,0,1,230,3101,0
0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,439,207,0
0,0,0,0,35,1,2,1,0,2,2,0,2,2,1,1,0,1325,4209,0
1,0,1,1,42,0,1,0,0,2,0,0,0,0,0,0,1,127,2481,0
0,1,1,0,26,1,2,0,0,2,2,2,2,2,0,0,2,938,3441,0
0,0,0,0,8,1,0,1,0,0,0,0,0,2,0,1,2,859,1802,1
0,0,0,0,37,1,2,1,0,0,2,2,2,2,0,1,2,1302,4256,0
0,1,0,0,34,1,2,1,2,0,0,0,2,2,0,1,2,1220,4068,0
0,0,1,0,58,1,0,1,0,2,0,2,2,2,2,1,3,1240,5063,0
1,0,0,0,26,1,0,2,1,1,1,1,1,1,2,0,1,35,1502,0
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,276,410,0
0,0,0,0,35,1,2,0,0,2,0,2,0,2,1,1,3,701,3555,0
0,0,1,1,40,1,2,1,2,2,0,0,2,0,0,1,0,1133,4214,0
1,0,0,1,18,1,0,2,1,1,1,1,1,1,2,0,1,45,1380,0
0,0,1,0,59,0,1,0,2,2,0,2,0,0,2,0,0,209,3429,0
0,0,0,1,47,1,0,1,0,2,2,2,2,0,2,1,3,1157,4525,1
1,1,0,0,2,1,2,1,0,0,2,0,2,0,0,0,2,1076,1004,1
1,0,1,0,68,1,2,1,0,2,0,2,2,0,2,1,3,1100,5203,0
1,0,0,0,42,0,1,0,0,0,2,2,0,2,1,0,2,280,3206,0
0,0,0,1,10,0,1,0,2,0,0,2,0,0,1,1,3,201,1247,0
0,0,1,0,44,1,0,0,0,0,2,0,0,0,0,1,1,373,3392,0
0,1,1,0,1,1,2,1,0,0,2,0,0,0,0,0,2,852,707,1
0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,0,34,832,0
0,0,1,1,66,1,2,1,0,2,2,2,2,2,1,1,1,1454,5436,0
1,0,1,0,36,1,2,1,0,0,2,2,2,0,2,0,3,1133,4020,0
0,0,0,0,38,0,1,0,2,2,0,2,0,0,1,0,0,253,3007,0
0,0,0,0,40,1,2,0,2,0,2,2,0,2,0,1,0,769,3851,0
0,0,0,0,24,0,1,0,0,0,2,0,2,2,0,1,2,335,2569,0
0,0,1,1,70,1,2,0,2,2,2,2,0,0,2,0,3,709,4770,0
1,0,0,0,4,1,2,1,0,2,2,0,0,2,0,0,2,1177,1444,0
0,0,0,0,29,1,2,0,2,0,2,0,2,2,1,1,1,854,3506,0
1,0,0,0,39,1,0,1,0,2,0,2,0,2,1,1,1,1047,4037,0
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,1,3,38,2235,0
1,0,1,0,71,1,2,1,0,2,2,0,2,2,2,1,0,1354,5474,0
1,0,1,1,17,1,0,1,0,0,0,2,0,2,0,1,2,973,2923,0
0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,1,2,302,413,1
0,0,1,1,58,1,2,1,0,2,2,0,2,2,1,1,2,1351,5133,0
1,0,1,1,21,1,0,0,0,0,0,2,0,0,0,1,2,390,2488,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,26,20,0
0,1,0,0,13,1,2,1,0,0,0,0,0,0,0,1,2,762,2322,1
0,0,1,1,47,1,0,0,2,0,2,2,2,0,1,0,0,681,3812,0
0,0,1,1,48,1,2,1,0,2,0,0,2,2,0,1,2,1207,4640,0
1,0,1,1,27,1,0,1,0,0,2,0,2,0,0,0,2,970,3430,0
1,1,0,0,67,1,2,1,0,2,2,0,0,2,0,1,2,1165,5215,0
1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,0,2,1254,2596,0
0,0,0,0,10,1,2,1,0,0,2,0,2,0,0,1,2,1039,2173,0
0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,1,1,758,846,1
1,1,1,0,56,1,2,1,0,0,2,0,2,2,0,0,2,1251,4959,1
1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,3,776,795,1
1,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,104,3156,0
1,0,1,1,69,1,2,0,0,2,2,2,2,2,2,1,2,943,5041,0
0,0,1,1,48,1,2,0,0,2,0,2,2,2,2,0,0,854,4218,0
0,1,1,0,66,1,2,1,2,0,2,0,2,2,1,1,1,1369,5382,0
1,0,0,0,45,1,0,2,1,1,1,1,1,1,2,0,0,29,2059,0
0,1,0,0,63,1,0,0,2,2,0,2,2,0,2,1,1,691,4467,1
0,0,1,0,36,1,0,2,1,1,1,1,1,1,0,0,0,18,1909,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,702,645,1
0,1,1,0,12,0,1,0,0,0,0,0,2,2,0,0,2,303,1496,0
0,0,1,0,71,1,2,1,2,2,2,2,2,2,2,0,2,1492,5606,0
1,0,1,1,67,1,0,0,0,0,2,2,2,2,2,1,0,736,4674,0
1,0,1,1,14,1,0,2,1,1,1,1,1,1,1,0,3,21,1112,0
0,0,0,0,23,1,0,2,1,1,1,1,1,1,2,1,0,19,1388,0
0,0,0,0,23,1,2,1,0,0,0,2,0,2,0,1,2,1046,3411,0
1,0,0,0,26,1,0,0,2,0,0,0,0,0,0,0,3,375,2721,0
1,0,0,0,11,1,0,0,0,0,0,2,0,0,0,0,0,373,1602,1
0,0,1,1,70,1,0,0,2,2,2,2,2,2,2,0,1,1005,5156,0
1,0,1,1,66,1,0,2,1,1,1,1,1,1,2,1,3,44,2723,0
0,0,1,0,62,1,2,1,0,2,2,2,2,2,2,1,0,1406,5305,0
0,1,0,0,39,1,0,1,2,2,0,0,0,0,0,1,1,852,3920,1
0,0,0,0,11,1,0,1,0,0,2,0,2,2,0,1,2,1167,2275,1
1,0,1,1,51,1,0,0,2,2,2,0,2,2,2,0,2,852,4268,0
1,0,0,0,9,1,2,2,1,1,1,1,1,1,0,1,2,69,841,0
0,0,0,0,53,1,2,1,0,0,0,2,2,2,0,1,2,1241,4840,1
0,0,1,1,3,1,0,0,0,2,0,2,0,0,0,0,3,475,866,1
0,0,1,0,51,0,1,0,2,0,2,0,0,0,1,0,3,191,3224,0
0,1,0,0,0,1,0,1,0,0,2,0,0,2,0,1,2,961,408,1
1,0,1,0,69,1,2,0,2,2,2,2,2,0,1,0,0,856,4872,0
1,0,0,0,42,0,1,0,2,0,2,0,0,0,1,1,1,186,2794,0
1,0,0,0,51,1,0,2,1,1,1,1,1,1,2,0,3,21,2218,0
0,0,1,1,55,1,2,0,2,2,0,0,0,2,1,0,0,663,4177,0
1,0,0,0,41,1,2,1,0,0,2,0,0,0,0,0,2,866,3952,0
1,0,1,1,50,0,1,0,2,2,2,0,2,2,1,0,2,513,3802,1
1,0,0,0,26,1,0,2,1,1,1,1,1,1,0,1,1,16,1370,0
1,1,1,0,50,1,2,1,2,0,2,0,0,2,1,1,0,1120,4612,0
1,0,0,1,3,1,0,0,2,0,0,0,0,0,0,1,2,356,736,1
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,26,20,0
1,0,0,0,34,1,0,0,0,0,0,0,2,0,0,0,3,445,3256,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,671,266,1
0,0,1,1,68,1,2,2,1,1,1,1,1,1,2,1,0,101,2986,0
1,0,1,1,13,1,0,2,1,1,1,1,1,1,1,0,3,23,1057,0
1,0,1,0,56,1,0,0,2,0,0,2,0,0,0,0,2,459,3889,0
0,0,1,1,71,1,2,1,2,2,2,2,2,2,2,0,1,1519,5624,0
1,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,1,25,2078,0
0,0,1,1,3,1,0,1,0,0,0,0,2,0,0,1,3,846,1032,0
1,0,1,1,30,1,0,2,1,1,1,1,1,1,0,1,2,41,1771,0
1,0,0,0,37,1,0,0,0,0,2,2,0,2,1,1,3,566,3466,1
1,1,1,0,36,1,2,1,0,0,0,0,2,2,0,1,2,1101,4025,1
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,21,15,0
1,1,0,0,56,1,2,0,0,2,2,0,2,2,2,1,0,863,4446,0
0,1,1,0,61,1,0,0,2,0,2,2,2,2,2,1,1,867,4603,0
1,0,1,0,2,0,1,0,0,0,0,2,0,0,0,1,2,138,444,0
0,0,0,1,71,1,0,2,1,1,1,1,1,1,2,1,3,23,2898,0
1,0,0,1,28,0,1,0,2,2,2,2,0,0,0,1,3,297,2503,0
1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,2,680,816,1
0,0,0,1,20,0,1,0,2,2,2,2,2,0,2,0,3,411,2431,0
0,0,0,0,18,1,2,2,1,1,1,1,1,1,0,0,0,83,1379,0
1,0,0,0,60,1,2,1,2,0,2,2,2,2,2,1,1,1448,5319,1
0,0,0,0,10,1,0,0,2,0,0,0,0,0,0,0,1,339,1445,1
1,0,1,1,34,1,2,1,0,2,2,2,2,2,0,1,2,1419,4165,0
1,0,0,1,24,1,0,2,1,1,1,1,1,1,0,0,3,44,1369,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,32,26,1
0,0,0,0,66,1,2,2,1,1,1,1,1,1,2,1,0,101,3093,0
1,0,0,0,18,0,1,0,0,0,2,0,2,0,0,1,2,230,1810,1
1,0,0,0,55,1,2,2,1,1,1,1,1,1,1,0,2,87,2618,1
1,0,0,0,42,1,0,2,1,1,1,1,1,1,2,0,3,19,2025,0
0,0,1,1,54,1,2,1,2,2,0,0,0,0,0,1,2,963,4517,0
1,0,1,1,1,1,2,0,2,0,0,0,0,0,0,0,3,479,521,1
1,0,0,0,26,1,0,1,0,0,0,0,0,0,0,1,3,668,3096,0
0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,1,3,690,2035,0
0,0,0,0,69,1,2,1,2,2,2,0,2,2,2,1,3,1439,5507,0
0,0,1,0,13,1,0,1,2,2,0,2,2,2,1,0,3,1347,2644,1
0,0,1,1,18,1,2,1,0,0,0,2,0,2,1,1,0,1042,2998,0
0,0,0,0,19,1,2,1,2,0,0,0,2,0,0,1,0,1037,3165,0
1,0,1,1,42,1,2,1,2,0,2,2,0,0,1,1,1,1080,4263,0
1,0,1,1,4,1,0,1,2,0,2,0,0,2,0,1,3,1062,1316,0
0,1,1,0,69,1,2,1,0,2,0,2,2,2,1,1,0,1339,5392,0
0,0,1,0,39,1,0,2,1,1,1,1,1,1,2,0,3,10,1874,0
1,0,1,1,5,1,0,2,1,1,1,1,1,1,2,1,1,36,503,0
1,0,0,0,38,1,0,1,2,0,2,0,2,2,2,1,2,1248,4172,0
1,1,1,0,3,1,2,1,0,0,0,0,0,0,0,0,2,775,1054,1
1,0,0,0,14,0,1,0,0,0,0,2,0,0,0,1,2,134,1326,1
1,0,1,0,0,0,1,0,0,0,2,0,2,2,0,1,2,375,183,1
0,1,0,0,44,1,0,1,2,2,0,2,0,0,0,1,0,975,4164,0
0,0,1,0,63,0,1,0,2,0,2,2,0,2,2,0,2,331,3877,1
0,1,1,0,56,1,2,1,0,2,2,0,0,2,0,0,1,1127,4839,0
1,0,1,1,71,1,2,0,2,2,2,2,0,0,2,0,0,684,4731,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,693,286,1
1,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,106,3162,0
1,1,0,0,54,1,2,1,2,0,0,0,2,2,0,1,2,1216,4913,1
0,0,0,0,17,1,2,1,0,0,0,2,2,2,0,1,0,1236,3077,1
1,1,1,0,31,1,0,1,0,0,0,0,0,2,0,1,1,874,3540,1
0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,1,0,379,869,0
0,1,0,0,65,1,2,1,0,2,0,0,0,0,0,1,1,877,4768,1
1,0,0,0,26,1,2,1,0,0,2,0,0,0,0,1,2,894,3417,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,1,42,398,0
1,0,1,1,59,1,0,0,2,2,0,2,2,2,0,1,1,849,4534,0
0,0,1,1,7,1,0,2,1,1,1,1,1,1,2,0,3,9,783,0
1,0,1,1,7,1,0,2,1,1,1,1,1,1,2,0,1,20,550,0
1,0,0,0,6,1,2,1,0,0,0,0,0,2,0,1,2,997,1643,1
0,0,0,0,14,0,1,0,0,2,0,0,0,2,2,1,3,215,1616,0
1,0,1,0,66,1,2,1,0,2,0,0,2,0,1,1,0,1023,4977,0
1,1,1,0,5,1,0,1,0,2,0,0,0,2,0,1,2,945,1472,1
1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,1219,2580,1
0,0,0,0,10,1,2,1,0,0,2,0,2,2,0,1,2,1254,2367,1
1,0,0,1,0,1,0,2,1,1,1,1,1,1,0,1,3,14,9,0
1,0,0,0,4,1,0,0,2,0,0,2,0,0,0,1,3,460,954,0
1,0,0,0,12,1,0,2,1,1,1,1,1,1,1,1,3,27,927,0
0,0,1,0,8,1,2,1,2,2,2,0,0,0,0,0,0,1089,2011,1
1,0,0,0,28,1,0,1,0,2,0,2,2,0,0,0,3,1048,3614,0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,314,152,0
0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,1,3,859,368,1
0,0,1,1,17,1,0,0,0,0,0,0,2,0,0,0,3,464,2305,0
0,0,1,0,1,1,0,0,0,0,2,0,2,2,0,0,1,667,620,0
1,0,1,1,29,1,2,1,0,2,0,2,0,0,0,1,0,932,3590,0
1,0,0,1,65,1,2,0,2,2,0,2,0,0,2,0,0,618,4427,0
1,0,1,1,43,1,0,0,0,2,2,2,0,0,0,1,3,561,3760,0
0,0,0,0,53,1,2,1,0,2,2,2,2,2,0,0,2,1438,5053,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,28,79,0
0,0,1,1,57,1,2,2,1,1,1,1,1,1,2,0,1,92,2838,0
1,0,1,1,57,1,0,1,0,2,0,0,2,2,0,1,2,1105,4802,0
0,0,1,1,24,1,2,1,0,0,2,0,0,2,0,1,2,1037,3473,1
0,0,0,0,70,1,2,1,2,2,2,2,2,2,2,0,3,1442,5554,0
0,0,0,0,36,1,2,1,0,2,2,0,2,2,0,1,0,1274,4065,1
0,0,1,1,13,1,2,1,0,0,0,2,2,0,0,1,2,1087,2578,1
0,1,0,0,3,1,2,1,0,0,2,0,0,2,0,1,2,1032,1198,1
0,0,1,0,47,1,2,0,2,0,0,2,0,0,1,1,0,537,3789,0
0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,95,351,1
0,0,1,0,7,1,0,0,2,0,0,2,0,2,2,0,3,614,1552,0
1,0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1156,465,1
1,0,0,0,66,1,0,2,1,1,1,1,1,1,2,0,0,27,2593,0
1,0,0,0,12,1,0,1,0,0,0,0,2,2,0,1,2,1077,2378,1
0,0,1,1,44,1,0,0,0,2,0,2,0,0,1,1,1,429,3445,1
1,0,0,0,48,1,2,1,0,0,0,0,0,0,0,1,0,768,4136,0
0,0,1,0,51,1,2,1,0,2,2,0,2,0,0,0,0,1139,4703,0
0,0,1,0,62,1,0,1,2,0,2,0,0,0,1,1,1,891,4769,0
0,0,1,1,67,1,2,0,2,2,2,2,2,2,2,1,0,1036,5116,0
0,0,1,0,30,1,0,0,0,0,0,2,0,0,0,1,3,352,2822,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,681,274,1
0,0,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,1045,1569,1
0,0,1,0,20,1,0,1,0,0,0,2,2,0,0,1,2,982,3118,0
0,0,1,1,31,0,1,0,2,2,0,0,0,0,0,1,2,185,2256,0
0,1,0,0,70,1,2,1,2,2,0,2,2,0,1,1,1,1232,5389,0
0,0,0,1,33,1,0,1,2,2,2,0,2,2,0,1,0,1336,4127,0
1,0,1,0,2,0,1,0,0,0,0,0,0,2,0,1,2,185,480,1
1,0,0,1,11,1,2,1,0,0,0,0,0,0,0,1,1,751,2020,1
0,1,0,0,7,1,2,1,0,0,2,0,2,2,0,0,2,1265,1877,1
0,0,1,1,34,1,2,2,1,1,1,1,1,1,2,0,0,75,1933,0
0,0,1,1,2,1,0,1,0,0,0,0,2,0,0,1,2,882,881,0
1,0,0,0,2,1,0,1,0,0,2,2,2,0,0,1,3,1052,891,0
1,0,0,0,52,1,0,0,0,0,2,0,0,2,1,1,2,547,3972,0
0,0,1,1,47,1,0,1,2,0,2,0,2,2,1,1,0,1233,4684,0
0,0,1,1,5,1,0,0,2,2,0,0,0,0,0,0,1,463,1177,1
1,1,1,0,2,1,2,1,0,2,2,0,2,2,0,1,2,1346,1116,1
1,0,1,1,53,0,1,0,0,0,2,2,0,2,2,0,1,317,3502,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,276,119,1
1,0,1,1,21,1,0,1,0,2,2,0,2,2,1,1,3,1240,3311,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,299,139,1
1,1,0,0,50,1,0,1,0,0,2,0,2,2,1,1,0,1127,4651,0
0,0,0,0,29,1,2,0,0,2,2,0,2,0,1,1,1,666,3281,0
0,1,1,0,55,1,2,0,2,2,2,2,0,0,1,1,1,657,4264,0
1,0,1,0,34,1,2,0,0,2,0,2,2,0,1,1,2,667,3517,0
0,1,0,0,63,0,1,0,0,2,0,2,2,0,0,1,2,274,3677,0
1,0,0,1,29,0,1,0,0,0,0,0,2,2,0,1,2,287,2586,0
0,0,0,0,40,1,0,1,0,0,0,0,0,0,0,0,0,692,3729,1
1,0,0,1,8,1,0,0,0,0,0,0,2,0,0,0,2,452,1344,1
0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,1,3,417,202,0
1,0,0,1,69,1,2,1,2,2,2,2,2,2,2,1,2,1482,5537,0
0,0,1,1,56,1,0,2,1,1,1,1,1,1,2,1,0,30,2310,0
1,0,0,0,8,1,2,1,0,0,0,0,2,0,0,1,2,971,1892,0
0,0,1,1,68,1,2,1,0,2,2,2,2,2,1,1,0,1396,5455,0
1,1,1,0,42,1,2,1,0,2,2,0,2,2,0,1,2,1291,4439,1
0,0,1,0,71,1,2,1,0,0,2,0,2,2,2,1,2,1198,5304,0
1,0,0,1,43,1,0,2,1,1,1,1,1,1,2,0,0,19,1931,0
0,0,1,0,71,1,2,1,2,2,0,0,0,0,2,1,0,942,5070,0
0,0,1,0,32,1,0,1,2,0,2,2,2,2,1,1,2,1304,3974,1
1,0,0,1,26,1,0,2,1,1,1,1,1,1,2,0,1,22,1458,0
1,0,0,0,53,1,2,1,0,2,0,0,0,0,0,1,0,865,4402,0
0,0,1,0,52,1,2,0,2,2,2,0,0,2,1,0,0,758,4181,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,674,268,1
1,0,1,0,14,1,0,2,1,1,1,1,1,1,1,0,3,4,1018,0
0,0,0,0,55,1,0,1,0,2,0,0,0,0,0,1,2,753,4306,1
1,0,1,1,47,1,0,0,0,2,2,0,0,0,1,1,1,461,3630,0
0,0,0,1,24,1,0,2,1,1,1,1,1,1,0,0,1,29,1393,0
0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,1,1,779,806,1
1,0,0,0,57,1,0,1,2,2,0,0,2,2,1,0,0,1222,4948,0
1,0,0,0,9,1,0,0,0,0,0,0,0,2,0,1,0,480,1450,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,679,272,1
1,0,1,1,4,1,2,1,0,2,0,0,0,0,0,1,2,871,1215,1
0,0,0,0,27,0,1,0,0,0,2,2,0,0,0,1,3,197,2146,0
0,0,1,1,66,1,2,0,0,0,2,2,0,2,2,1,0,685,4519,0
1,0,0,0,34,1,0,1,2,0,0,2,0,2,1,1,2,1039,3929,0
0,0,1,1,71,0,1,0,2,2,2,2,0,2,2,0,1,458,4205,0
0,0,1,1,60,0,1,0,2,2,0,2,0,2,1,1,0,382,3847,0
1,1,0,0,67,1,0,2,1,1,1,1,1,1,2,1,1,28,2702,0
0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,149,74,1
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,10,199,0
1,0,1,1,69,1,2,1,0,2,0,0,2,2,2,0,0,1206,5314,1
0,0,0,1,47,0,1,0,0,2,2,0,0,2,0,0,1,308,3320,0
0,0,0,0,46,1,0,1,2,0,2,2,2,2,1,1,2,1303,4561,0
1,0,1,1,31,0,1,0,0,0,2,2,0,0,1,1,3,204,2394,0
0,0,1,1,4,1,0,0,2,0,0,0,0,0,0,1,3,356,859,0
1,0,0,0,48,1,0,2,1,1,1,1,1,1,2,1,1,26,2210,0
0,0,0,0,47,1,2,1,0,2,2,0,2,2,0,1,0,1373,4734,1
0,1,0,0,12,1,2,1,0,0,0,0,0,2,0,1,2,907,2362,1
0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,2,298,1484,0
1,1,0,0,66,1,2,0,2,2,0,2,0,0,2,1,0,596,4373,0
1,0,0,0,8,1,0,1,0,0,0,2,2,0,0,0,2,986,1862,0
0,0,1,1,12,1,0,2,1,1,1,1,1,1,2,1,0,23,902,0
0,0,0,0,37,1,0,1,0,0,0,0,2,2,1,1,3,1037,3965,0
0,1,1,0,41,1,2,1,0,2,2,0,2,0,0,1,2,1158,4228,0
0,0,1,0,23,1,2,1,0,0,0,0,0,0,0,1,1,784,3053,1
0,1,1,0,26,1,0,1,2,0,2,0,2,2,0,1,2,1263,3680,1
1,0,1,1,8,1,2,1,0,2,2,0,2,2,0,1,1,1285,2053,0
0,0,1,0,48,0,1,0,0,2,0,2,2,2,1,1,1,471,3691,0
0,1,1,0,60,1,2,1,2,2,2,2,0,0,0,1,1,1131,5007,0
1,0,0,1,49,0,1,0,2,2,0,0,2,0,1,1,0,263,3380,0
1,1,0,0,24,1,2,1,0,2,0,0,2,0,0,1,2,1045,3369,1
0,1,0,0,21,1,2,1,0,0,0,0,0,0,0,1,0,764,3002,1
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,38,32,1
1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,763,947,1
0,1,1,0,17,1,2,1,0,0,0,2,2,2,0,0,0,1234,3129,1
0,1,0,0,55,1,2,1,0,2,2,2,2,2,1,1,2,1450,5187,1
0,0,1,0,50,1,2,1,0,0,2,0,2,2,1,1,2,1217,4671,0
0,0,1,1,23,1,2,0,2,2,2,0,0,0,2,0,2,592,2885,0
1,0,0,0,23,1,0,0,0,2,0,0,0,0,0,1,3,362,2473,0
0,0,1,1,69,1,2,0,2,2,2,2,2,0,2,0,2,882,4914,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,73,48,0
1,1,0,0,15,0,1,0,0,2,0,0,2,0,0,1,3,218,1736,1
0,0,0,0,7,1,0,0,0,2,0,2,2,0,0,1,2,613,1542,0
0,0,0,0,22,1,0,1,0,2,2,2,0,0,0,0,0,926,3277,0
1,0,0,1,30,0,1,0,0,0,0,0,0,0,0,0,1,89,1888,0
1,0,1,1,36,0,1,0,2,0,2,2,0,0,1,1,2,239,2854,0
0,0,1,0,29,1,2,1,0,2,0,2,2,0,0,1,1,1129,3699,1
0,1,0,0,34,1,2,1,2,2,2,0,2,2,1,1,2,1389,4139,0
0,0,1,1,22,1,2,0,0,2,0,2,2,0,0,1,1,677,2964,0
